area,subarea,country,c3,interpolated,id,region_wb,incomegroup,year,population,gdp,gini_2022,gem1,ge0,ge1,ge2,a025,a050,a075,a1,a2,palma,s80s20,bottom5,bottom20,bottom40,top5,top10,top20,middle50,ginia,sd,dp1,dp2,dp3,dp4,dp5,dp6,dp7,dp8,dp9,dp10,dy1,dy2,dy3,dy4,dy5,dy6,dy7,dy8,dy9,dy10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,y94,y95,y96,y97,y98,y99,y100,gini_1990,gini_change_9022,region_un,gini_cat_1990,change_cat,cat_colour,gini_cat_2022,african_subregion,gini_2000,gini_2010,gini_2019,Subregion,LDC,LLDC,SIDS,gini_change_9000,gini_change_0010,gini_change_1019,gini_change_1022,av_gr_9000,av_gr_0010,av_gr_1019,av_gr_1022,_merge
Country,Country,Afghanistan,AFG,Extrapolated,,South Asia,Low income,2022,40578844,1981.71,44.967999,44.846001,34.362999,37.134998,57.262001,8.7220001,16.392,23.132999,29.080999,47.283001,2.3640001,7.7309999,.70999998,5.3520002,14.766,22.969,34.903999,41.376999,50.330002,89.112724,21.207462,1.98,3.3699999,4.2800002,5.1300001,5.98,7.0900002,9.0100002,11.66,16.58,34.900002,392.54001,668.09998,848.51001,1017.02,1185.54,1405.59,1786.24,2311.6001,3285.01,6916.9502,.10004001,.12004801,.14005601,.16006401,.19007601,.22008802,.24009602,.260104,.27010804,.28011203,.30012003,.31012404,.32012802,.32012802,.33013204,.34013602,.35014004,.36014405,.37014803,.37014803,.39015603,.40016004,.41016403,.41016403,.42016801,.43017206,.44017604,.45018002,.46018404,.47018805,.48019204,.48019204,.49019605,.50020003,.51020402,.520208,.53021204,.53021204,.54021609,.55022007,.56022406,.57022804,.58023202,.58023202,.59023601,.60024005,.6102441,.62024808,.63025206,.64025605,.65026003,.66026407,.67026806,.69027609,.70028007,.71028405,.73029208,.74029607,.76030403,.78031206,.81032407,.83033204,.85034013,.8703481,.89035606,.91036409,.93037212,.95038009,.97038811,1.0004001,1.020408,1.05042,1.0804322,1.1104441,1.1404561,1.180472,1.2104841,1.2505001,1.2905161,1.3305322,1.3805522,1.430572,1.4905962,1.5406162,1.6006402,1.6706681,1.7406962,1.8207282,1.9007602,2.0008001,2.1008401,2.2208881,2.360944,2.5210083,2.7310922,3.0112042,3.3613441,3.8715482,4.7719083,7.9531803,198.25,237.89999,277.54999,317.20001,376.67999,436.14999,475.79999,515.45001,535.28003,555.09998,594.75,614.58002,634.40002,634.40002,654.22998,674.04999,693.88,713.70001,733.53003,733.53003,773.17999,793,812.83002,812.83002,832.65002,852.47998,872.29999,892.13,911.95001,931.78003,951.59998,951.59998,971.42999,991.25,1011.08,1030.9,1050.73,1050.73,1070.55,1090.38,1110.2,1130.03,1149.85,1149.85,1169.6801,1189.5,1209.33,1229.15,1248.98,1268.8,1288.63,1308.45,1328.28,1367.9301,1387.75,1407.58,1447.23,1467.05,1506.7,1546.35,1605.83,1645.48,1685.13,1724.78,1764.4301,1804.08,1843.73,1883.38,1923.03,1982.5,2022.15,2081.6299,2141.1001,2200.5801,2260.05,2339.3501,2398.8301,2478.1299,2557.4299,2636.73,2735.8501,2834.98,2953.9299,3053.05,3172,3310.78,3449.5601,3608.1599,3766.76,3965.01,4163.2598,4401.1602,4678.71,4995.9102,5412.23,5967.3301,6661.21,7672.29,9456.54,15760.9,44.353001,.61499786,Asia,2,2,2,2,,44.353001,43.615002,44.967999,Southern Asia,1,1,0,0,-.73799896,1.3529968,1.3529968,-1.0454098,-.95211232,-.98515695,-1.0114598,Matched (3)
Country,Country,Albania,ALB,Extrapolated,,Europe and Central Asia,Upper middle income,2022,2827608,17352.85,34.5,28.403,20.985001,19.761,22.886,4.8839998,9.6630001,14.343,18.929001,36.227001,1.36,5.6719999,.89899999,6.4349999,18.517,15,25.191999,36.504002,56.291,598.66907,117.40042,2.3099999,4.1300001,5.4699998,6.6199999,7.8000002,9.0600004,10.74,12.7,15.98,25.190001,4005.71,7161.7202,9485.3701,11479.55,13543.1,15728.03,18641.27,22040.051,27727.801,43715.949,.11991606,.15988807,.17987409,.2098531,.22983912,.24982512,.25981814,.27980414,.29979014,.31977615,.33976215,.35974818,.37973419,.38972718,.40971321,.4197062,.43969223,.44968522,.45967823,.47966424,.48965722,.49965024,.51963627,.52962923,.53962231,.54961532,.5696013,.57959431,.58958721,.59958029,.6095733,.61956626,.62955928,.64954525,.65953833,.66953135,.6795243,.68951732,.69951034,.70950329,.72948939,.73948234,.74947536,.75946838,.77945435,.78944743,.79944038,.8094334,.81942642,.82941937,.84940547,.85939842,.86939144,.87938446,.89937043,.90936351,.92934948,.9393425,.95932847,.96932155,.99930048,1.0092936,1.0292795,1.0492655,1.0692517,1.0792446,1.0992306,1.1192166,1.1392026,1.1491956,1.1691816,1.1891676,1.2091535,1.2291396,1.2491256,1.2791046,1.2990905,1.3290696,1.3590486,1.3890276,1.4190066,1.4589788,1.4889578,1.5289297,1.5689018,1.6088738,1.6488458,1.6988109,1.7487758,1.8087338,1.878685,1.9486361,2.02858,2.1185169,2.2184472,2.348356,2.508244,2.7280903,3.0978315,4.3169785,2080.8899,2774.51,3121.3301,3641.55,3988.3601,4335.1802,4508.5898,4855.3999,5202.21,5549.0298,5895.8398,6242.6602,6589.4702,6762.8799,7109.6899,7283.1001,7629.9199,7803.3198,7976.73,8323.54,8496.9502,8670.3604,9017.1699,9190.5801,9363.9902,9537.3896,9884.21,10057.62,10231.02,10404.43,10577.84,10751.24,10924.65,11271.46,11444.87,11618.28,11791.69,11965.09,12138.5,12311.91,12658.72,12832.13,13005.54,13178.94,13525.76,13699.17,13872.57,14045.98,14219.39,14392.79,14739.61,14913.01,15086.42,15259.83,15606.64,15780.05,16126.87,16300.27,16647.09,16820.49,17340.711,17514.119,17860.939,18207.75,18554.57,18727.971,19074.789,19421.6,19768.42,19941.82,20288.641,20635.449,20982.26,21329.08,21675.891,22196.119,22542.93,23063.15,23583.369,24103.59,24623.811,25317.449,25837.67,26531.289,27224.92,27918.551,28612.18,29479.221,30346.25,31386.689,32600.539,33814.391,35201.648,36762.309,38496.391,40750.68,43525.191,47340.148,53756.211,74911.898,32.310001,2.1899986,Europe,2,2,2,2,,34.882999,34.389999,35.433998,Southern Europe,0,0,0,2.572998,-.49300003,1.0439987,.11000061,-.97753501,-.93451512,-.97114027,-.97025049,Matched (3)
Country,Country,Algeria,DZA,Extrapolated,,Middle East and North Africa,Upper middle income,2022,45477392,14782.2,28.929001,15.698,13.92,14.373,17.392,3.4979999,6.8179998,9.9779997,12.995,23.893999,1.058,3.845,1.5190001,8.5710001,22.02,14.536,23.297001,32.953999,54.682999,427.63397,87.181694,3.5599999,5.0100002,6.1799998,7.27,8.3699999,9.3699999,10.48,12.2,14.26,23.299999,5263.9502,7405.2202,9130.1396,10750.96,12371.78,13843.9,15494.47,18037.221,21085.561,34438.75,.22130564,.28166172,.31183976,.3420178,.36213651,.3822552,.39231452,.41243324,.42249259,.43255195,.45267063,.46272999,.47278935,.48284867,.49290803,.50296736,.51302671,.53314537,.54320478,.55326408,.56332344,.58344215,.59350145,.60356086,.61362022,.62367952,.63373888,.64379823,.65385753,.66391695,.6739763,.6840356,.70415431,.71421367,.72427303,.73433238,.74439174,.75445104,.76451039,.77456975,.78462905,.79468846,.80474782,.82486647,.83492583,.84498519,.85504454,.8651039,.87516326,.88522255,.89528191,.90534127,.90534127,.91540068,.92545998,.93551934,.95563799,.96569735,.97575676,.98581606,.99587542,1.0059347,1.0159941,1.0260534,1.0361127,1.046172,1.0662907,1.0763502,1.0964689,1.1165875,1.1367062,1.1568249,1.1769435,1.1970624,1.2171811,1.2272404,1.247359,1.2674778,1.2775371,1.2976558,1.3177744,1.3378932,1.358012,1.3781306,1.3982493,1.4284273,1.4586054,1.4887835,1.5290208,1.5692581,1.6296144,1.6698517,1.7302078,1.8106825,1.9213353,2.1828785,2.4243028,2.7462018,3.1888132,3.993561,3271.3799,4163.5801,4609.6802,5055.7798,5353.1699,5650.5698,5799.27,6096.6699,6245.3701,6394.0698,6691.4702,6840.1699,6988.8701,7137.5698,7286.27,7434.96,7583.6602,7881.0601,8029.7598,8178.46,8327.1602,8624.5596,8773.2598,8921.96,9070.6602,9219.3604,9368.0498,9516.75,9665.4502,9814.1504,9962.8496,10111.55,10408.95,10557.65,10706.35,10855.05,11003.75,11152.45,11301.15,11449.84,11598.54,11747.24,11895.94,12193.34,12342.04,12490.74,12639.44,12788.14,12936.84,13085.54,13234.24,13382.94,13382.94,13531.64,13680.33,13829.03,14126.43,14275.13,14423.83,14572.53,14721.23,14869.93,15018.63,15167.33,15316.02,15464.72,15762.12,15910.82,16208.22,16505.619,16803.02,17100.42,17397.811,17695.211,17992.619,18141.311,18438.711,18736.109,18884.811,19182.211,19479.609,19777.01,20074.4,20371.801,20669.199,21115.301,21561.4,22007.5,22602.289,23197.09,24089.289,24684.08,25576.279,26765.869,28401.561,32267.75,35836.531,40594.898,47137.68,59033.621,36.174,-7.2449989,Africa,2,1,1,1,1,33.286999,29.655001,28.929001,Northern Africa,0,0,0,-2.887001,-3.6319981,-.72599983,-.72599983,-1.0073935,-.97737563,-.99054503,-.99742532,Matched (3)
Country,Country,Andorra,AND,Extrapolated,,Europe and Central Asia,High income,2022,79705,63913.379,30.464001,16.667999,15.024,15.664,19.017,3.8039999,7.3889999,10.767,13.95,25.000999,1.127,4.0609999,1.521,8.5640001,21.490999,14.587,24.222,34.777,54.286999,1947.0402,394.16113,3.6099999,4.9499998,6.0100002,6.9099998,7.8000002,8.8900003,10.27,12.23,15.1,24.219999,23084.27,31652.949,38431.16,44186.238,49877.379,56847.422,65607.93,78141.219,96493.531,154811.69,.23011506,.28014004,.31015506,.34017006,.36018008,.39019507,.4102051,.42021006,.43021509,.44022009,.45022509,.46023011,.47023511,.48024011,.4902451,.5002501,.5102551,.5202601,.53026503,.54027009,.56028008,.57028508,.58029008,.59029508,.60030013,.61030513,.61030513,.62031013,.63031512,.64032012,.65032512,.66033018,.67033517,.68034011,.69034511,.70035011,.70035011,.7103551,.72036016,.73036516,.74037015,.75037515,.76038015,.77038515,.78039014,.78039014,.7903952,.8004002,.81040519,.82041019,.84042013,.85042518,.86043018,.87043518,.88044018,.89044517,.91045523,.92046022,.93046522,.94047022,.96048021,.97048527,.9904952,1.0005002,1.0205102,1.0305152,1.0505251,1.0605301,1.0805402,1.1005502,1.1205602,1.1405702,1.1705852,1.1905953,1.2106053,1.2306153,1.2506253,1.2806402,1.3006502,1.3306653,1.3606802,1.3806902,1.4107052,1.4407203,1.4807403,1.5107553,1.5607803,1.6008004,1.6508253,1.7008504,1.7708853,1.8309155,1.9109554,2.0010004,2.1210601,2.2711353,2.4512255,2.6913457,3.0615306,4.1120558,14707.43,17904.699,19823.061,21741.42,23020.33,24938.689,26217.6,26857.051,27496.5,28135.961,28775.41,29414.859,30054.32,30693.77,31333.221,31972.68,32612.131,33251.578,33891.031,34530.488,35809.391,36448.852,37088.301,37727.75,38367.211,39006.66,39006.66,39646.121,40285.57,40925.02,41564.48,42203.93,42843.391,43482.84,44122.289,44761.75,44761.75,45401.199,46040.66,46680.109,47319.559,47959.02,48598.469,49237.922,49877.379,49877.379,50516.828,51156.289,51795.738,52435.191,53714.09,54353.551,54993,55632.461,56271.91,56911.359,58190.27,58829.73,59469.18,60108.629,61387.539,62027,63305.898,63945.352,65224.262,65863.711,67142.609,67782.063,69060.977,70339.883,71618.789,72897.703,74816.047,76094.969,77373.883,78652.781,79931.688,81850.047,83128.953,85047.32,86965.68,88244.594,90162.953,92081.313,94639.133,96557.477,99754.75,102312.57,105509.83,108707.1,113183.27,117020,122135.63,127890.7,135564.13,145155.94,156666.11,172013,195672.78,262815.41,29.877001,.58699989,Europe,1,2,1,2,,29.877001,30.193001,30.464001,Southern Europe,0,0,0,0,.31599998,.27099991,.27099991,-.9647702,-.99122423,-.98872572,-.9957372,Matched (3)
Country,Country,Angola,AGO,Extrapolated,,Sub-Saharan Africa,Lower middle income,2022,35635028,7397.4902,62.707001,438.97101,89.262001,80.075996,169.07001,18.336,33.789001,47.146,59.042,89.774002,7.7420001,33.950001,.050000001,1.336,6.4689999,36.758999,50.084999,45.349998,43.446999,463.87314,136.02916,.2,1.14,2.0899999,3.04,4.2800002,5.6399999,7.54,10.44,15.56,50.080002,147.61,840.53998,1548.36,2248.8101,3163.0801,4173.2002,5574.0898,7719.6802,11509.47,37050.031,.0099999812,.0099999812,.0099999812,.0099999812,.0099999812,.0099999812,.019934179,.029901266,.039868359,.049835447,.069769628,.079736717,.089703806,.099670894,.10963798,.11960506,.12957215,.13953926,.14950635,.14950635,.16944052,.17940761,.1893747,.19934179,.20930886,.20930886,.21927597,.22924307,.23921013,.24917723,.25914431,.26911142,.27907851,.2890456,.29901269,.30897978,.31894687,.32891396,.33888105,.34884813,.36878231,.38871646,.39868358,.40865067,.41861773,.43855193,.44851899,.45848614,.4684532,.47842026,.49835446,.50832158,.5282557,.53822285,.55815703,.56812412,.58805823,.59802538,.61795956,.63789374,.65782791,.67776209,.69769627,.71763045,.73756462,.7574988,.78740007,.80733424,.83723545,.85716975,.89703798,.92693931,.95684052,.98674184,1.0166432,1.0565114,1.0864128,1.1262811,1.1661494,1.2159849,1.2558533,1.3056886,1.3555242,1.4153266,1.4751292,1.5448987,1.6346027,1.7342736,1.8538786,1.9834508,2.1927595,2.3721673,2.5914431,2.890456,3.2791724,3.8572633,4.5848613,5.6413722,7.5251527,15.149976,73.970001,73.970001,73.970001,73.970001,73.970001,73.970001,147.46001,221.19,294.92999,368.66,516.12,589.84998,663.58002,737.31,811.04999,884.78003,958.51001,1032.24,1105.97,1105.97,1253.4301,1327.17,1400.9,1474.63,1548.36,1548.36,1622.09,1695.8199,1769.55,1843.29,1917.02,1990.75,2064.48,2138.21,2211.9399,2285.6699,2359.4099,2433.1399,2506.8701,2580.6001,2728.0601,2875.52,2949.26,3022.99,3096.72,3244.1799,3317.9099,3391.6499,3465.3799,3539.1101,3686.5701,3760.3,3907.76,3981.5,4128.96,4202.6899,4350.1499,4423.8799,4571.3501,4718.8101,4866.27,5013.7402,5161.2002,5308.6602,5456.1201,5603.5898,5824.7798,5972.2402,6193.4399,6340.8999,6635.8301,6857.02,7078.21,7299.4102,7520.6001,7815.5298,8036.7202,8331.6504,8626.5703,8995.2305,9290.1602,9658.8096,10027.47,10469.86,10912.25,11428.37,12091.95,12829.26,13714.04,14672.55,16220.91,17548.08,19170.16,21382.109,24257.631,28534.051,33916.449,41731.969,55667.211,112071.74,63.145,-.43799973,Africa,3,2,3,3,3,63.145,57.068001,62.707001,Middle Africa,1,0,0,0,-6.0769997,5.6389999,5.6389999,-1.0129197,-.95079565,-1.0117325,-1.0210091,Matched (3)
Country,Country,Argentina,ARG,No,247,Latin America and the Caribbean,Upper middle income,2022,45407904,27627.961,37.715,29.674999,23.929001,24.893,33.025002,5.9790001,11.49,16.575001,21.282,37.244999,1.64,5.7540002,.954,6.7090001,17.878,18.242001,29.316999,38.605,52.805,1041.9915,224.53734,2.4400001,4.27,5.1900001,5.98,7.1199999,8.2600002,9.6199999,11.8,16.01,29.32,6740.5498,11795.96,14337.48,16519.869,19669.15,22818.42,26575.449,32597.75,44227.961,80997.094,.12487706,.17144196,.19850585,.21991508,.23916367,.26006773,.27973491,.29814842,.315602,.33229989,.37267783,.38676187,.40047762,.41388768,.42703351,.43741381,.44566706,.45382547,.46190608,.46992368,.48147234,.49016461,.49882671,.50746936,.51610225,.52414435,.53159988,.53906906,.54655844,.55407441,.5614686,.56874603,.57606578,.58343333,.59085417,.59949273,.60953337,.61966753,.62990093,.64024079,.66237855,.67342347,.68460339,.69592655,.70740169,.71834362,.72856921,.73894763,.74949038,.7602067,.77228898,.7837044,.79532957,.80717611,.81925625,.83140826,.84357309,.85600263,.86871356,.88172245,.89479029,.90792757,.92140627,.93524778,.94947523,.96517169,.98301834,1.0014402,1.0204561,1.0401089,1.0682093,1.0891227,1.1108248,1.1333803,1.1568612,1.1831185,1.2140199,1.2464627,1.2805068,1.3163183,1.3707335,1.4127713,1.4573838,1.5048994,1.5557114,1.610492,1.6702628,1.7352315,1.8062879,1.8846313,1.9761418,2.0785024,2.195451,2.331531,2.4937246,2.6935434,2.9492652,3.2817531,3.8179643,5.4991922,3450.1001,4736.5898,5484.3101,6075.8101,6607.6001,7185.1401,7728.5098,8237.2305,8719.4404,9180.7695,10296.33,10685.44,11064.38,11434.87,11798.07,12084.85,12312.87,12538.27,12761.52,12983.03,13302.1,13542.25,13781.57,14020.34,14258.85,14481.04,14687.02,14893.38,15100.3,15307.95,15512.23,15713.29,15915.52,16119.07,16324.1,16562.76,16840.17,17120.15,17402.881,17688.551,18300.17,18605.32,18914.199,19227.029,19544.07,19846.369,20128.881,20415.619,20706.891,21002.961,21336.77,21652.16,21973.34,22300.631,22634.381,22970.119,23306.211,23649.609,24000.789,24360.199,24721.23,25084.189,25456.58,25838.99,26232.07,26665.73,27158.789,27667.75,28193.119,28736.09,29512.449,30090.24,30689.83,31312.99,31961.721,32687.15,33540.898,34437.23,35377.801,36367.191,37870.57,39032,40264.539,41577.301,42981.141,44494.609,46145.961,47940.91,49904.051,52068.52,54596.77,57424.789,60655.84,64415.449,68896.531,74417.117,81482.188,90668.148,105482.58,151931.48,44.242001,-6.5270004,Americas,2,1,1,2,,48.601002,41.014999,40.353001,South America,0,0,0,4.3590012,-7.5860023,-.66199875,-3.2999992,-.97108215,-.98484218,-.99241257,-.99671167,Matched (3)
Country,Country,Armenia,ARM,No,359,Europe and Central Asia,Upper middle income,2022,2880874,17886.18,35.951,25.985001,21.627001,22.469999,29.398001,5.4120002,10.434,15.101,19.448,34.196999,1.515,5.401,1.1109999,6.816,18.377001,17.436001,27.834999,36.813,53.787998,643.03418,137.14909,2.74,4.0700002,5.1999998,6.3600001,7.52,8.6899996,10.13,12.08,15.37,27.84,4905.23,7286.23,9309.1904,11367.95,13444.62,15539.19,18117.119,21608.061,27497.92,49786.27,.16014414,.20018017,.2302072,.25022522,.27024323,.30027026,.31027925,.33029729,.34030628,.3503153,.36032432,.37033331,.3803423,.39035133,.40036035,.41036934,.42037836,.43038738,.45040539,.46041441,.4704234,.48043239,.49044144,.50045043,.51045942,.5304774,.54048645,.55049545,.56050444,.57051349,.59053147,.60054052,.61054951,.6205585,.63056749,.64057654,.65058553,.66059458,.67060357,.68061256,.70063061,.7106396,.72064865,.73065764,.75067562,.76068461,.77069366,.78070265,.7907117,.80072069,.81072968,.82073867,.84075671,.85076576,.86077476,.87078375,.89080173,.90081078,.91081983,.93083781,.9408468,.96086478,.97087389,.99089187,1.0009009,1.0209188,1.0309278,1.0509458,1.070964,1.090982,1.1109999,1.1310179,1.1510359,1.1710539,1.191072,1.2110901,1.241117,1.261135,1.291162,1.3211892,1.3612251,1.3912522,1.4212792,1.4613153,1.5013512,1.5413873,1.5914323,1.6414773,1.7015315,1.7615855,1.8716847,1.9517567,2.0618556,2.1819639,2.332099,2.532279,2.7825043,3.1128016,3.6532881,5.3548193,2864.3701,3580.46,4117.5298,4475.5698,4833.6201,5370.6899,5549.71,5907.7598,6086.7798,6265.7998,6444.8198,6623.8501,6802.8701,6981.8901,7160.9199,7339.9399,7518.96,7697.9902,8056.0298,8235.0498,8414.0801,8593.0996,8772.1201,8951.1504,9130.1699,9488.21,9667.2402,9846.2598,10025.28,10204.31,10562.35,10741.37,10920.4,11099.42,11278.44,11457.47,11636.49,11815.51,11994.54,12173.56,12531.6,12710.63,12889.65,13068.67,13426.72,13605.74,13784.76,13963.79,14142.81,14321.83,14500.86,14679.88,15037.92,15216.95,15395.97,15574.99,15933.04,16112.06,16291.08,16649.131,16828.15,17186.199,17365.221,17723.27,17902.289,18260.34,18439.359,18797.4,19155.449,19513.5,19871.539,20229.59,20587.631,20945.68,21303.721,21661.77,22198.84,22556.881,23093.949,23631.02,24347.119,24884.18,25421.25,26137.34,26853.439,27569.529,28464.641,29359.76,30433.891,31508.029,33477.289,34909.469,36878.711,39027,41712.34,45292.789,49768.371,55676.121,65343.359,95777.25,44.143002,-8.1920013,Asia,2,1,1,2,,42.062,37.424,37.525002,Western Asia,0,1,0,-2.0810013,-4.6380005,.10100174,-1.4729996,-1.0268464,-.90960991,-.95505995,-.96092921,Matched (3)
Country,Country,Australia,AUS,Extrapolated,,East Asia and the Pacific,High income,2022,26200984,58997.699,34.34,26.362,20.444,20.761999,26.854,5.0219998,9.7410002,14.212,18.49,34.521999,1.377,4.941,.91000003,7.21,19.370001,17,26.68,35.625,53.950001,2025.9791,432.37109,2.6300001,4.5799999,5.6300001,6.5300002,7.5500002,8.8199997,10.27,12.17,15.14,26.68,15516.4,27020.949,33215.699,38525.512,44543.262,52035.98,60590.66,71800.156,89322.563,157405.81,.11345304,.15260652,.18181546,.21624549,.24587947,.30245718,.32645875,.34795961,.36412048,.37900391,.40116036,.41534784,.42913094,.44257626,.45573083,.46716836,.47731423,.48732471,.49722168,.50702429,.52019173,.53012681,.5400117,.54985899,.55968022,.56886625,.57743877,.58601481,.59460199,.60320771,.61192793,.6207698,.62965155,.63857967,.64756066,.6568538,.6664983,.67621922,.68602329,.69591731,.70726222,.71727479,.72739762,.73763806,.74800348,.75893176,.77053958,.78231168,.79425615,.80638295,.8234821,.83608842,.8489114,.86196321,.87525684,.88843709,.90137482,.91457713,.92806232,.94184703,.95676112,.97137249,.98634529,1.0017022,1.0174676,1.0335495,1.0499074,1.0667498,1.084113,1.1020341,1.1207973,1.1400309,1.1599625,1.1806488,1.2021531,1.2245159,1.2477881,1.2721161,1.2976049,1.3243741,1.3524839,1.3820891,1.4134525,1.4467963,1.4823862,1.5207602,1.5627741,1.6083575,1.6580989,1.7128088,1.7725109,1.8328829,1.903852,2.0148792,2.1558685,2.417767,2.6918993,3.0731435,3.6468065,5.1703811,6693.4702,9003.4297,10726.69,12757.99,14506.32,17844.279,19260.32,20528.82,21482.27,22360.359,23667.539,24504.57,25317.74,26110.98,26887.07,27561.859,28160.439,28751.039,29334.939,29913.27,30690.119,31276.26,31859.449,32440.42,33019.852,33561.801,34067.559,34573.531,35080.148,35587.871,36102.34,36623.988,37148,37674.73,38204.59,38752.859,39321.871,39895.379,40473.801,41057.52,41726.852,42317.57,42914.789,43518.949,44130.488,44775.23,45460.07,46154.59,46859.289,47574.738,48583.551,49327.301,50083.82,50853.852,51638.141,52415.75,53179.039,53957.949,54753.551,55566.809,56446.711,57308.75,58192.109,59098.129,60028.25,60977.051,61942.129,62935.789,63960.18,65017.48,66124.469,67259.203,68435.133,69655.57,70924.273,72243.633,73616.633,75051.93,76555.711,78135.031,79793.453,81540.094,83390.453,85357.656,87457.383,89721.359,92200.078,94889.398,97824.031,101051.79,104574.07,108135.88,112322.89,118873.25,127191.29,142642.7,158815.88,181308.41,215153.2,305040.59,33.113998,1.2260017,Oceania,2,2,2,2,,33.605,34.818001,34.34,Australia and New Zealand,0,0,0,.49100113,1.2130013,-.47800064,-.47800064,-.98069763,-.9821803,-.98940152,-.99097073,Matched (3)
Country,Country,Austria,AUT,No,1130,Europe and Central Asia,High income,2022,9064677,66294.719,30.882999,22.837999,17.108999,16.545,19.795,4.0640001,8.0120001,11.886,15.726,31.354,1.153,4.4050002,.93000001,7.6599998,20.860001,14.92,24.049999,33.738998,55.09,2047.3767,417.12589,2.73,4.9299998,6.0599999,7.1399999,8.2399998,9.3699999,10.61,12.24,14.63,24.049999,18098.461,32683.289,40174.602,47334.422,54626.852,62118.129,70338.727,81144.727,96989.172,159438.78,.11802687,.1549031,.18421946,.22080535,.25204515,.31320179,.33957008,.36340845,.38285577,.40096393,.4291988,.44544491,.46118259,.476493,.49142912,.50396729,.51476467,.52539408,.53588027,.5462448,.55711275,.56813836,.57908726,.58997428,.60081279,.61157888,.6222859,.63297904,.64366823,.65436286,.66594756,.6766066,.68729687,.69802624,.70880276,.71946102,.72999126,.74058902,.75126159,.76201648,.775289,.78607315,.79696041,.80795848,.81907505,.82987499,.84026742,.85078979,.86145127,.87226039,.88587075,.89700288,.90831041,.91980374,.9314934,.94294375,.9540062,.96527839,.97677583,.98851174,1.0006404,1.0131813,1.0260139,1.0391561,1.0526282,1.0664515,1.0806501,1.0952487,1.1102753,1.1257604,1.143826,1.1601428,1.1770239,1.1945149,1.2126666,1.2312179,1.2499436,1.2694713,1.2898929,1.3112993,1.3335663,1.3567994,1.3813607,1.4074165,1.4351648,1.465727,1.5011828,1.539681,1.5815771,1.6275252,1.6870388,1.7395872,1.8009163,1.8932711,2.0091918,2.2146847,2.4318795,2.7316635,3.1802144,4.3615508,7824.5601,10269.26,12212.78,14638.23,16709.26,20763.631,22511.699,24092.061,25381.32,26581.789,28453.609,29530.641,30573.971,31588.971,32579.16,33410.371,34126.18,34830.852,35526.031,36213.141,36933.629,37664.57,38390.43,39112.18,39830.711,40544.449,41254.27,41963.172,42671.801,43380.801,44148.801,44855.449,45564.148,46275.449,46989.879,47696.461,48394.57,49097.141,49804.68,50517.672,51397.57,52112.5,52834.27,53563.379,54300.352,55016.328,55705.289,56402.871,57109.672,57826.262,58728.551,59466.551,60216.18,60978.129,61753.09,62512.191,63245.57,63992.859,64755.078,65533.109,66337.172,67168.57,68019.297,68890.563,69783.688,70700.109,71641.391,72609.203,73605.383,74631.969,75829.633,76911.344,78030.469,79190.031,80393.391,81623.242,82864.656,84159.242,85513.094,86932.219,88408.406,89948.633,91576.906,93304.281,95143.844,97169.961,99520.492,102072.72,104850.2,107896.33,111841.76,115325.45,119391.24,125513.88,133198.8,146821.91,161220.77,181094.86,210831.42,289147.78,25.955999,4.927,Europe,1,2,1,2,,29.031,31.42,30.981001,Western Europe,0,0,0,3.0750008,2.3889999,-.43899918,-.53700066,-.97807425,-.98743874,-.99089521,-.99405736,Matched (3)
